"rowid","system:index","cloud_cover","earthsun_d","l_exceltime","pixel_count","sunazi","sunelev","temp_max","temp_mean","temp_median","temp_min","temp_p25","temp_p75","temp_skew","temp_stdDev","vapor_source",".geo","date","month","year","doy","LSmission","freeze_QAQC","temp_spread","spread_QAQC","IQR","IQR_QAQC","temp_med","pred_temp_range","opt_resid_range","calib_range","pred_temp_IQR","opt_resid_IQR","calib_IQR"
124,"1_2_1_LE07_013030_20010905",1,1.0081043,37139.6399226273,17134,146.07220455,48.73820533,25.68232472,20.598017881401,20.4259568272543,17.99519774,20.4259568272543,20.7574242959631,0.767748835102031,0.450649955852837,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2001-09-05,9,"2001",248,"LS 7","P",7.7,"P",0.400000000000002,"P",NA,NA,NA,NA,NA,NA,NA
125,"1_1_2_1_LT05_013030_20010913",42,1.0060384,37147.6340443866,16139,146.00181898,45.39579944,27.03927866,20.6327755448619,20.5625960394012,17.14069274,20.4490059794288,20.5625960394012,2.16351627717621,0.717802065844842,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2001-09-13,9,"2001",256,"LS 5","P",9.9,"P",0.200000000000003,"P",NA,NA,NA,NA,NA,NA,NA
126,"1_1_2_1_LT05_013030_20010929",8,1.0015948,37163.6339394907,15109,150.95502477,40.1823811,20.43908204,17.0366913133479,17.1238426357136,13.40479688,16.5930781722422,17.4989677590607,-0.698734695988023,0.563880403160138,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2001-09-29,9,"2001",272,"LS 5","P",7,"P",0.899999999999999,"P",NA,NA,NA,NA,NA,NA,NA
127,"1_2_1_LE07_013030_20011108",2,0.990631,37203.6398092361,17134,160.38160537,27.85181716,11.50437776,8.75734192264576,8.62220291252582,5.48182652000003,8.62220291252582,8.96214846935899,-0.331711911181247,0.429792853823086,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2001-11-08,11,"2001",312,"LS 7","P",6,"P",0.4,"P",NA,NA,NA,NA,NA,NA,NA
128,"1_1_2_1_LT05_013030_20011116",50,0.9888039,37211.6336364005,11731,158.47956707,25.14587985,16.8877592600001,8.53697556585132,8.06569847505799,6.56533886,7.92966326834916,8.74310773044396,2.21581904976296,1.14054294415673,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2001-11-16,11,"2001",320,"LS 5","P",10.3,"F",0.799999999999999,"P",NA,NA,NA,NA,NA,NA,NA
129,"1_1_2_1_LT05_013030_20020511",5,1.0100586,37387.6318736458,15918,133.55819203,57.54883721,20.18614856,10.4174921125276,10.081332103153,8.31194707999998,9.93821318868014,10.7634702790934,2.18519273659063,1.3521465195032,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-05-11,5,"2002",131,"LS 5","P",11.9,"F",0.9,"P",NA,NA,NA,NA,NA,NA,NA
130,"1_2_1_LE07_013030_20020604",11,1.0145243,37411.6399289005,9221,132.15964422,62.57461496,16.1973192200001,8.48836941616709,8.44480328264157,5.31776156000001,7.63160800985035,9.1459189313779,0.65070701760467,1.35347925470444,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-06-04,6,"2002",155,"LS 7","P",10.9,"F",1.5,"P",NA,NA,NA,NA,NA,NA,NA
131,"1_2_1_LE07_013030_20020620",9,1.0162051,37427.6398461458,17122,129.52896833,62.89205846,31.55106506,20.8829611816791,20.93678373,18.3985241,19.9240204837305,21.4302947832472,1.23946263570208,1.41470022472554,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-06-20,6,"2002",171,"LS 7","P",13.2,"F",1.5,"P",NA,NA,NA,NA,NA,NA,NA
132,"1_2_1_LE07_013030_20020706",25,1.0167028,37443.6398045023,14479,129.26199609,61.81555258,27.91429178,20.8371738839787,21.0392043133895,17.07575036,20.2573906261498,21.429024207448,0.129836526434913,0.898705392317417,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-07-06,7,"2002",187,"LS 7","P",10.8,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
133,"1_1_2_1_LT05_013030_20020714",10,1.0164941,37451.6308575579,17134,125.41743081,58.96997925,34.24788284,23.3825534119334,23.286649956031,21.4132177400001,22.6635024597792,23.770256269575,2.32430620269865,1.1921662756966,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-07-14,7,"2002",195,"LS 5","P",12.8,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
134,"1_2_1_LE07_013030_20020722",30,1.0159834,37459.639695463,17104,131.53543407,59.6028483,33.78303212,24.5357684689113,24.4409368061556,18.91806314,23.8378412715862,25.045154368122,2.25457396002138,1.10192573153492,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-07-22,7,"2002",203,"LS 7","P",14.9,"F",1.2,"P",NA,NA,NA,NA,NA,NA,NA
135,"1_2_1_LE07_013030_20020908",0,1.0074121,37507.6394871759,17134,146.75276589,47.80776426,30.34108598,21.6660988864759,21.3454833933813,20.24083688,21.3454833933813,21.71316503434,3.06862205779034,0.960953316257602,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-09-08,9,"2002",251,"LS 7","P",10.1,"P",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
136,"1_2_1_LE07_013030_20020924",20,1.0030874,37523.6393515278,17134,151.82013862,42.6027257,24.74236922,19.464017134999,19.3173608719813,17.87898506,19.3173608719813,19.67162236576,2.36532342086742,0.413462745182454,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-09-24,9,"2002",267,"LS 7","P",6.8,"P",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
137,"1_1_2_1_LT05_013030_20021018",35,0.9962377,37547.6289707292,9241,153.35830506,33.31722168,15.02835638,12.9187051154706,13.0623391036021,8.62982294000005,12.5290591535552,13.4516498334698,-1.17285260505979,0.853553150137703,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-10-18,10,"2002",291,"LS 5","P",6.4,"P",1,"P",NA,NA,NA,NA,NA,NA,NA
138,"1_1_2_1_LT05_013030_20021103",9,0.9919311,37563.6286996528,17130,155.6845196,28.25616775,10.05171926,8.36830526409901,8.49651705103988,1.92366770000001,7.9735103969494,9.01605919999958,-1.67262237887332,1.20311152751126,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2002-11-03,11,"2002",307,"LS 5","P",8.2,"P",1,"P",NA,NA,NA,NA,NA,NA,NA
139,"1_1_2_1_LT05_013030_20030615",35,1.0157787,37787.6310432523,14085,125.43844757,61.17897221,25.66865264,17.130009749058,16.8880462906615,14.44729298,16.3899144195035,17.6628312961777,1.76382142201743,1.29733467563133,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-06-15,6,"2003",166,"LS 5","P",11.3,"F",1.3,"P",NA,NA,NA,NA,NA,NA,NA
140,"1_1_2_1_LT05_013030_20030701",14,1.0166731,37803.631298669,10212,124.59782462,60.56546763,33.30450932,22.7498673130299,22.6244370121732,20.16905846,22.4844385030416,23.1940233280205,2.16645889636014,0.994298069838316,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-07-01,7,"2003",182,"LS 5","P",13.1,"F",0.699999999999999,"P",NA,NA,NA,NA,NA,NA,NA
141,"1_1_2_1_LT05_013030_20030717",33,1.0163524,37819.6314822454,9671,126.32077102,58.79926256,31.1819189,22.8993624413791,22.7166583762409,20.5621307600001,22.5848290624967,23.249988316464,1.91662047396114,0.879553242341208,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-07-17,7,"2003",198,"LS 5","P",10.6,"F",0.599999999999998,"P",NA,NA,NA,NA,NA,NA,NA
142,"1_2_1_LE07_013030_20030725",22,1.0157401,37827.6398607176,7744,132.2233885,59.15064789,29.69166218,22.8390778153094,22.9310249303682,20.61681908,22.4650955307746,22.9310249303682,2.07205384992075,0.82493016463467,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-07-25,7,"2003",206,"LS 7","P",9.1,"P",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
143,"1_1_2_1_LT05_013030_20030818",53,1.0122355,37851.6318874074,12271,135.60092544,52.55930932,30.9358214600001,24.2923411154558,24.0185143326762,21.12952208,23.862738960631,24.5724923632439,1.18225174391351,0.591334462529795,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-08-18,8,"2003",230,"LS 5","P",9.8,"P",0.700000000000003,"P",NA,NA,NA,NA,NA,NA,NA
144,"1_2_1_LE07_013030_20030826",36,1.0105793,37859.6397728935,14062,142.26742013,51.75406113,29.5754495,22.0317009945181,21.9369789198488,19.3897499,21.5154523135443,22.3643627623677,2.08078864058962,0.68550736334374,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-08-26,8,"2003",238,"LS 7","P",10.2,"F",0.899999999999999,"P",NA,NA,NA,NA,NA,NA,NA
145,"1_2_1_LE07_013030_20031013",1,0.9977285,37907.6396001505,14668,156.70642311,36.24764597,18.97275146,14.5394014485056,14.6694909313363,13.26807608,14.3176310302989,14.6694909313363,3.11958856890597,0.438043465155806,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-10-13,10,"2003",286,"LS 7","P",5.7,"P",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
146,"1_1_2_1_LT05_013030_20031021",74,0.9954717,37915.6325535301,6435,155.38151636,32.85658503,16.37505626,13.3655563502004,13.5473301563855,11.99657264,12.7268743752217,13.5473301563855,0.176844645078735,0.632153282430656,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-10-21,10,"2003",294,"LS 5","P",4.4,"P",0.800000000000001,"P",NA,NA,NA,NA,NA,NA,NA
147,"1_2_1_LE07_013030_20031114",25,0.9893585,37939.6399067361,13621,160.65629374,26.33798412,8.33587322000005,5.97106695245502,6.2058884537316,-2.60179077999999,5.84601987062833,6.54317027252433,-2.07001302668852,1.29295452763468,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-11-14,11,"2003",318,"LS 7","F",10.9,"F",0.7,"P",NA,NA,NA,NA,NA,NA,NA
148,"1_1_2_1_LT05_013030_20031122",13,0.9876741,37947.6328642477,17134,158.29858807,23.7721038,10.83102782,6.20611194094023,6.04039386384502,4.92127124000001,5.89881382944803,6.45506531293116,2.20511722665292,0.511430234081173,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2003-11-22,11,"2003",326,"LS 5","P",5.9,"P",0.6,"P",NA,NA,NA,NA,NA,NA,NA
149,"1_1_2_1_LT05_013030_20040703",13,1.0167044,38171.6353347454,12349,126.83015003,61.20382048,30.26588954,21.5600541412117,21.0529066798952,19.04452988,20.9069084515879,21.9686566855733,1.79007008367378,1.15595478378268,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2004-07-03,7,"2004",185,"LS 5","P",11.3,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
150,"1_2_1_LE07_013030_20040711",15,1.0165919,38179.6401953935,14445,129.95399349,61.24354971,30.2932337,22.0887255065491,22.028269327552,19.55381486,21.623616777384,22.4340185748422,2.65473361137327,0.823400143634254,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2004-07-11,7,"2004",193,"LS 7","P",10.7,"F",0.799999999999997,"P",NA,NA,NA,NA,NA,NA,NA
151,"1_1_2_1_LT05_013030_20041007",0,0.9992356,38267.6369476042,17134,154.49493655,37.78579189,21.7310936,16.7863260793841,16.8434277011453,15.6811982,16.4093155855196,16.9888503810294,2.24756232513499,0.531485126827288,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2004-10-07,10,"2004",281,"LS 5","P",6,"P",0.600000000000001,"P",NA,NA,NA,NA,NA,NA,NA
152,"1_1_2_1_LT05_013030_20041108",5,0.9905786,38299.6374122454,15284,159.54793155,27.57791812,10.79684762,8.61609289540353,8.91043862267363,3.15415490000004,8.38649099174601,9.05752959114608,-1.52321888103104,0.785399397097823,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2004-11-08,11,"2004",313,"LS 5","P",7.6,"P",0.699999999999999,"P",NA,NA,NA,NA,NA,NA,NA
153,"1_1_2_1_LT05_013030_20050503",61,1.0082058,38475.6389705093,8355,139.43024504,57.04120657,17.33210186,7.82705567350603,7.23566665198237,5.95693130000001,7.09255683487779,8.21624252000004,2.33980512678423,1.50238493111185,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-05-03,5,"2005",123,"LS 5","P",11.3,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
154,"1_2_1_LE07_013030_20050511",21,1.010108,38483.6406324306,11702,138.28519369,59.24028386,26.79318122,14.3171563094082,14.2689566956185,11.19333794,13.2653129906895,14.8123153293705,2.23838772769887,1.73112193578772,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-05-11,5,"2005",131,"LS 7","P",15.6,"F",1.5,"P",NA,NA,NA,NA,NA,NA,NA
155,"1_1_2_1_LT05_013030_20050519",49,1.0118195,38491.6390359722,13544,135.5516534,60.56360388,23.5734063800001,11.4679524375598,11.310245270596,9.03998534000004,10.7469516041478,11.4540647365424,2.39339770520993,1.63508868512062,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-05-19,5,"2005",139,"LS 5","P",14.6,"F",0.800000000000001,"P",NA,NA,NA,NA,NA,NA,NA
156,"1_1_2_1_LT05_013030_20050604",2,1.0145541,38507.6391342477,17134,131.75409098,62.48057206,32.54229086,20.6147956639789,20.3669778592249,17.6636498,19.713690875562,21.0265745414883,2.09972505443304,1.70100729870456,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-06-04,6,"2005",155,"LS 5","P",14.8,"F",1.3,"P",NA,NA,NA,NA,NA,NA,NA
157,"1_1_2_1_LT05_013030_20050620",16,1.016219,38523.6392144444,17014,129.2377601,62.79826206,29.2336475,20.3881369672542,20.3263162749522,18.36092588,19.8885262526996,20.4750192524852,2.51143986380359,0.974000952575872,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-06-20,6,"2005",171,"LS 5","P",10.8,"F",0.600000000000001,"P",NA,NA,NA,NA,NA,NA,NA
158,"1_2_1_LE07_013030_20050714",48,1.0164828,38547.6405009954,12131,130.48460555,60.93068888,30.6350357,22.8609637962166,22.7684315905337,19.92637904,22.2142055328188,23.3329304001242,1.67365249463139,1.10199984474738,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-07-14,7,"2005",195,"LS 7","P",10.7,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
159,"1_2_1_LE07_013030_20050730",25,1.0151521,38563.6404836227,11300,133.92348054,58.21442314,30.48806084,23.8904889549926,24.0754568629825,20.69543354,23.6526678928405,24.1259299963775,1.92191286007441,0.723610236276717,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-07-30,7,"2005",211,"LS 7","P",9.8,"P",0.400000000000002,"P",NA,NA,NA,NA,NA,NA,NA
160,"1_1_2_1_LT05_013030_20050807",46,1.0140613,38571.6395070602,9118,135.87606617,56.38619898,26.40694496,14.635716424984,14.8608002765813,6.75674798,12.9325060980402,16.1623340052146,-0.0771970100165776,2.8232625566694,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-08-07,8,"2005",219,"LS 5","P",19.6,"F",3.3,"F",NA,NA,NA,NA,NA,NA,NA
161,"1_1_2_1_LT05_013030_20050823",30,1.0111232,38587.6395704861,11329,141.32563422,52.42319905,31.0827963200001,23.0136491033307,23.1807390699999,19.58457704,22.7601581741832,23.3445236591516,1.53070816130572,0.677832043653972,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-08-23,8,"2005",235,"LS 5","P",11.5,"F",0.5,"P",NA,NA,NA,NA,NA,NA,NA
162,"1_1_2_1_LT05_013030_20050908",1,1.0073549,38603.6395970949,16852,146.95131366,47.75132489,31.2297711800001,21.3852344958812,21.308719415845,20.1212061800001,20.8641301479698,21.4572769819157,2.71339377773261,0.767560324271317,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-09-08,9,"2005",251,"LS 5","P",11.1,"F",0.600000000000001,"P",NA,NA,NA,NA,NA,NA,NA
163,"1_1_2_1_LT05_013030_20050924",0,1.0030249,38619.6395826042,17134,152.05165465,42.54925922,23.17008002,19.1623041604046,19.1710366622221,15.80766494,18.8283008764124,19.3253085642096,-0.930144167665783,0.531678246437353,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-09-24,9,"2005",267,"LS 5","P",7.4,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
164,"1_2_1_LE07_013030_20051002",4,1.0007467,38627.6402518866,14534,154.46364709,39.86385655,24.5577961400001,17.7884320094477,17.8118699646455,16.64507984,17.4233025295348,17.8118699646455,3.27124173475486,0.593214585022651,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-10-02,10,"2005",275,"LS 7","P",8,"P",0.400000000000002,"P",NA,NA,NA,NA,NA,NA,NA
165,"1_2_1_LE07_013030_20051103",66,0.9918757,38659.6404668981,11736,160.20508819,29.32609623,9.88765430000001,4.72557210794361,4.55133737870136,-0.0451118199999883,3.73018816187525,5.84921067116413,-0.298259698265841,1.49503292900716,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-11-03,11,"2005",307,"LS 7","F",9.9,"P",2.1,"P",NA,NA,NA,NA,NA,NA,NA
166,"1_1_2_1_LT05_013030_20051111",41,0.989933,38667.6397308912,14024,160.59094629,27.02740694,8.70501938000001,5.77917605264246,6.03514788616184,-2.40696363999996,4.40298159614683,7.49771985719888,-0.813584395220962,1.9304722081476,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-11-11,11,"2005",315,"LS 5","F",11.1,"F",3.1,"F",NA,NA,NA,NA,NA,NA,NA
167,"1_2_1_LE07_013030_20051119",18,0.9881811,38675.6405676273,14761,161.0042771,25.01329583,7.09171393999998,5.23328981743239,5.3956925324521,0.553041680000035,5.04070544495253,5.77186932218817,-1.38968848741134,0.734110019802458,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2005-11-19,11,"2005",323,"LS 7","P",6.5,"P",0.8,"P",NA,NA,NA,NA,NA,NA,NA
168,"1_2_1_LE07_013030_20060530",8,1.013765,38867.6409380093,13852,133.69576759,62.31645827,23.96647868,13.0949700115855,13.0491812529377,10.39693928,12.0802221182389,13.8427431346709,1.37343005584172,1.57993566577793,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-05-30,5,"2006",150,"LS 7","P",13.6,"F",1.7,"P",NA,NA,NA,NA,NA,NA,NA
169,"1_2_1_LE07_013030_20060701",9,1.0166757,38899.6408307986,14415,129.48719522,62.45028655,30.3615941,21.5214691826588,21.2075040785004,19.93321508,21.1813959126603,21.6197678008058,2.31635874071854,0.870686176407105,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-07-01,7,"2006",182,"LS 7","P",10.5,"F",0.400000000000002,"P",NA,NA,NA,NA,NA,NA,NA
170,"1_2_1_LE07_013030_20060717",8,1.0163383,38915.640739375,14943,131.03422466,60.56458205,35.471534,26.4780804530113,26.2112285114087,24.67400882,26.1823164076849,26.6836980325599,2.66800427569653,0.985145117415631,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-07-17,7,"2006",198,"LS 7","P",10.8,"F",0.5,"P",NA,NA,NA,NA,NA,NA,NA
171,"1_1_2_1_LT05_013030_20060725",15,1.0157178,38923.6431098727,17134,134.22257343,59.77714192,33.92658896,24.0051788074239,24.0528385090598,22.5685085,23.2896475248469,24.1240549307094,2.14127497519132,0.972340102450706,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-07-25,7,"2006",206,"LS 5","P",11.3,"F",0.800000000000001,"P",NA,NA,NA,NA,NA,NA,NA
172,"1_2_1_LE07_013030_20060802",22,1.0148086,38931.6406833449,14594,134.79728016,57.68323206,36.14146592,25.5419087188378,25.3217003531605,22.67446712,24.6567670407061,25.9619816732991,1.91150264479635,1.27315064455486,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-08-02,8,"2006",214,"LS 7","P",13.4,"F",1.3,"P",NA,NA,NA,NA,NA,NA,NA
173,"1_1_2_1_LT05_013030_20060911",3,1.0066447,38971.6434978935,16780,149.88598224,47.44752268,21.77894588,15.7130467446198,15.8400243466831,11.92479422,15.1543309219692,16.3673787112223,-0.11512031242747,0.885142485877284,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-09-11,9,"2006",254,"LS 5","P",9.9,"P",1.2,"P",18.93,18.0355838281403,-1.48474045957426,16.9145249272802,18.4313582693854,-1.77113647257854,16.5036729536514
174,"1_2_1_LE07_013030_20060919",54,1.0044915,38979.6405578472,12264,150.82339538,44.36341004,25.49775164,18.9871650317679,18.8808738844877,17.49616682,18.4416258803979,19.3452791976122,2.39827895248746,0.823354573318193,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-09-19,9,"2006",262,"LS 7","P",8,"P",0.900000000000002,"P",NA,NA,NA,NA,NA,NA,NA
175,"1_1_2_1_LT05_013030_20060927",18,1.0022493,38987.6436340856,10275,154.75150423,42.10804049,21.26282486,16.6274208945928,16.6568002131376,13.20996974,16.6568002131376,16.7964960961512,0.402970742773019,0.52022712634765,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-09-27,9,"2006",270,"LS 5","P",8.1,"P",0.100000000000001,"P",NA,NA,NA,NA,NA,NA,NA
176,"1_2_1_LE07_013030_20061005",22,0.9999597,38995.6404194097,8808,155.29178453,38.94993316,16.31694992,14.4138504888539,14.423694473174,9.20405030000001,14.0757643146891,14.7470814398847,-2.02863858180757,0.65406072052223,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-10-05,10,"2006",278,"LS 7","P",7.1,"P",0.6,"P",NA,NA,NA,NA,NA,NA,NA
177,"1_1_2_1_LT05_013030_20061013",1,0.9976656,39003.6437653356,17134,158.56029561,36.58573776,15.81450098,13.5534281625935,13.6201088179018,8.26067678000004,13.468760118937,13.9755819613135,-1.77286070222432,0.635695165349833,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-10-13,10,"2006",286,"LS 5","P",7.5,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
178,"1_2_1_LE07_013030_20061021",31,0.9954106,39011.6406113542,11728,158.59011972,33.53153469,13.54835372,11.2802852216045,11.683248100446,3.82066880000002,11.0199191946209,11.7115030147292,-2.22503293390589,0.930946847538144,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2006-10-21,10,"2006",294,"LS 7","P",9.7,"P",0.699999999999999,"P",NA,NA,NA,NA,NA,NA,NA
179,"1_2_1_LE07_013030_20070501",32,1.0075723,39203.6412115046,14668,140.95475677,56.69531679,9.39887743999998,-0.963907614645756,-1.03284319356021,-3.37768131999997,-1.85283009454543,-0.241701398336551,1.38067215808866,1.42506487151597,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-05-01,5,"2007",121,"LS 7","F",12.8,"F",1.7,"P",NA,NA,NA,NA,NA,NA,NA
180,"1_1_2_1_LT05_013030_20070509",29,1.0095275,39211.6440733912,17134,140.9144254,59.21507423,31.41092624,14.8215780987626,14.0309764249331,7.66935932000001,12.6779909285941,16.6877964725836,1.05316209856604,3.14206434211088,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-05-09,5,"2007",129,"LS 5","P",23.7,"F",4,"F",NA,NA,NA,NA,NA,NA,NA
181,"1_1_2_1_LT05_013030_20070525",1,1.0128657,39227.6439438194,16006,136.94174141,62.24561405,30.33766796,16.3591400510113,15.9296166818795,13.31251034,15.2817329728154,16.7188748216956,2.00922077376516,2.23380494525346,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-05-25,5,"2007",145,"LS 5","P",17,"F",1.4,"P",NA,NA,NA,NA,NA,NA,NA
182,"1_2_1_LE07_013030_20070602",64,1.0141897,39235.6410780556,8461,133.17176195,62.6158513,28.42699478,16.9364353578151,16.7910582314321,11.21042804,15.6863869632183,18.4057535569058,0.501093698354608,2.35806673499899,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-06-02,6,"2007",153,"LS 7","P",17.2,"F",2.7,"P",NA,NA,NA,NA,NA,NA,NA
183,"1_1_2_1_LT05_013030_20070610",70,1.0152515,39243.6437769329,8878,133.32567681,63.63056632,21.19446446,14.0196108040681,13.9651913420314,7.28312305999998,12.0407583844075,16.2619149151143,-0.139977578810219,2.73156438805674,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-06-10,6,"2007",161,"LS 5","P",13.9,"F",4.3,"F",NA,NA,NA,NA,NA,NA,NA
184,"1_2_1_LE07_013030_20070618",27,1.0160326,39251.6410813657,8785,130.30352658,63.14837724,25.64814452,17.9505740718781,17.747347462116,12.55712792,17.38049634533,18.4676071338517,0.399718606299372,1.21276918175148,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-06-18,6,"2007",169,"LS 7","P",13,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
185,"1_1_2_1_LT05_013030_20070626",4,1.0165196,39259.6435699537,17134,131.38928971,63.43486746,34.05989174,20.8662480839486,20.4940298865592,18.20027894,19.6467072508638,21.7683425719572,1.46883750549053,1.9944152148814,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-06-26,6,"2007",177,"LS 5","P",15.9,"F",2.2,"P",NA,NA,NA,NA,NA,NA,NA
186,"1_1_2_1_LT05_013030_20070712",15,1.0165832,39275.6434687847,9759,131.99929322,61.91173813,31.85526884,21.3595172121846,21.3505730482346,19.0035136400001,20.7664191133427,21.9546182432435,1.51189479819857,1.04506361808772,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-07-12,7,"2007",193,"LS 5","P",12.9,"F",1.2,"P",NA,NA,NA,NA,20.5353317775759,0.557221667920694,21.6633296222342
187,"1_2_1_LE07_013030_20070805",0,1.0144331,39299.6409673148,14640,135.72512738,57.13146774,30.17702102,24.6077605441772,24.6545362344696,21.9190847,24.3131310733324,24.6545362344696,2.78032554069089,0.496133167803243,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-08-05,8,"2007",217,"LS 7","P",8.3,"P",0.399999999999999,"P",24.97,24.6152629556554,0.0266022703689294,25.006052001844,24.8821196853603,-0.155514220027263,24.7569082493153
188,"1_1_2_1_LT05_013030_20070813",49,1.0131619,39307.6432451389,13639,139.75161244,55.7917812,32.1218744,24.0020530755992,24.0171336795249,21.72083954,23.3946792113692,24.1562896923968,2.11008422673069,0.851335699986476,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-08-13,8,"2007",225,"LS 5","P",10.4,"F",0.800000000000001,"P",NA,NA,NA,NA,23.5738112855972,0.303034623422121,24.1600932094144
189,"1_1_2_1_LT05_013030_20070829",1,1.009913,39323.6431142593,17134,145.20798098,51.47234426,32.0706041,23.5330910809031,23.2217510105671,22.3634273,23.1214609240272,23.8133328723446,2.40950201246968,0.874868212919469,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-08-29,8,"2007",241,"LS 5","P",9.7,"P",0.699999999999999,"P",NA,NA,NA,NA,NA,NA,NA
190,"1_2_1_LE07_013030_20070906",39,1.0079926,39331.6408068171,13902,146.59894761,48.63549834,23.56315232,18.8501127193229,18.6546373320784,16.36138418,18.6546373320784,19.1756389090594,0.877841572285409,0.547181611458912,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2007-09-06,9,"2007",249,"LS 7","P",7.2,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
