"","temp_degC","date","count"
"3662",19.7,2013-09-06,1
"3663",10.7,2013-09-30,1
"3664",10.8,2013-09-30,1
"3665",10.9,2013-09-30,1
"3666",11.1,2013-09-30,5
"3667",11.2,2013-09-30,3
"3668",11.3,2013-09-30,1
"3669",11.4,2013-09-30,4
"3670",11.5,2013-09-30,3
"3671",11.6,2013-09-30,7
"3672",11.7,2013-09-30,3
"3673",11.8,2013-09-30,9
"3674",11.9,2013-09-30,4
"3675",12,2013-09-30,9
"3676",12.1,2013-09-30,12
"3677",12.2,2013-09-30,17
"3678",12.3,2013-09-30,10
"3679",12.4,2013-09-30,12
"3680",12.5,2013-09-30,12
"3681",12.6,2013-09-30,8
"3682",12.7,2013-09-30,11
"3683",12.8,2013-09-30,18
"3684",12.9,2013-09-30,11
"3685",13,2013-09-30,16
"3686",13.1,2013-09-30,19
"3687",13.2,2013-09-30,11
"3688",13.3,2013-09-30,17
"3689",13.4,2013-09-30,24
"3690",13.5,2013-09-30,29
"3691",13.6,2013-09-30,30
"3692",13.7,2013-09-30,32
"3693",13.8,2013-09-30,35
"3694",13.9,2013-09-30,43
"3695",14,2013-09-30,43
"3696",14.1,2013-09-30,56
"3697",14.2,2013-09-30,55
"3698",14.3,2013-09-30,69
"3699",14.4,2013-09-30,105
"3700",14.5,2013-09-30,73
"3701",14.6,2013-09-30,83
"3702",14.7,2013-09-30,62
"3703",14.8,2013-09-30,64
"3704",14.9,2013-09-30,52
"3705",15,2013-09-30,59
"3706",15.1,2013-09-30,76
"3707",15.2,2013-09-30,59
"3708",15.3,2013-09-30,114
"3709",15.4,2013-09-30,463
"3710",15.5,2013-09-30,1811
"3711",15.6,2013-09-30,2501
"3712",15.7,2013-09-30,2375
"3713",15.8,2013-09-30,2536
"3714",15.9,2013-09-30,1951
"3715",16,2013-09-30,1492
"3716",16.1,2013-09-30,682
"3717",16.2,2013-09-30,286
"3718",16.3,2013-09-30,179
"3719",16.4,2013-09-30,86
"3720",16.5,2013-09-30,69
"3721",16.6,2013-09-30,55
"3722",16.7,2013-09-30,34
"3723",16.8,2013-09-30,30
"3724",16.9,2013-09-30,18
"3725",17,2013-09-30,21
"3726",17.1,2013-09-30,15
"3727",17.2,2013-09-30,7
"3728",17.3,2013-09-30,9
"3729",17.4,2013-09-30,12
"3730",17.5,2013-09-30,5
"3731",17.6,2013-09-30,5
"3732",17.7,2013-09-30,5
"3733",17.8,2013-09-30,3
"3734",17.9,2013-09-30,8
"3735",18,2013-09-30,4
"3736",18.2,2013-09-30,2
"3737",18.3,2013-09-30,1
"3738",18.4,2013-09-30,1
"3739",18.6,2013-09-30,2
"3740",12.1,2013-10-08,20
"3741",12.7,2013-10-08,186
"3742",13.2,2013-10-08,2998
"3743",13.8,2013-10-08,10505
"3744",14.3,2013-10-08,1647
"3745",14.9,2013-10-08,7
"3746",0.3,2013-11-09,39
"3747",0.9,2013-11-09,41
"3748",1.5,2013-11-09,39
"3749",2.1,2013-11-09,38
"3750",2.7,2013-11-09,49
"3751",3.4,2013-11-09,109
"3752",4,2013-11-09,229
"3753",4.6,2013-11-09,664
"3754",5.2,2013-11-09,2096
"3755",5.8,2013-11-09,3767
"3756",6.4,2013-11-09,4684
"3757",6.9,2013-11-09,3242
"3758",7.5,2013-11-09,33
"3759",0.3,2013-11-25,631
"3760",0.9,2013-11-25,1006
"3761",1.5,2013-11-25,2422
"3762",2.1,2013-11-25,5394
"3763",2.7,2013-11-25,4854
"3764",3.4,2013-11-25,307
"3765",4,2013-11-25,1
"3766",8.7,2014-05-12,6
"3767",8.8,2014-05-12,197
"3768",8.9,2014-05-12,314
"3769",9,2014-05-12,328
"3770",9.1,2014-05-12,548
"3771",9.2,2014-05-12,796
"3772",9.3,2014-05-12,1125
"3773",9.4,2014-05-12,1345
"3774",9.5,2014-05-12,907
"3775",9.6,2014-05-12,760
"3776",9.7,2014-05-12,1050
"3777",9.8,2014-05-12,900
"3778",9.9,2014-05-12,762
"3779",10,2014-05-12,646
"3780",10.1,2014-05-12,581
"3781",10.2,2014-05-12,590
"3782",10.3,2014-05-12,550
"3783",10.4,2014-05-12,467
"3784",10.5,2014-05-12,367
"3785",10.6,2014-05-12,308
"3786",10.7,2014-05-12,291
"3787",10.8,2014-05-12,215
"3788",10.9,2014-05-12,240
"3789",11,2014-05-12,174
"3790",11.1,2014-05-12,189
"3791",11.2,2014-05-12,156
"3792",11.3,2014-05-12,155
"3793",11.4,2014-05-12,151
"3794",11.5,2014-05-12,178
"3795",11.6,2014-05-12,166
"3796",11.7,2014-05-12,120
"3797",11.8,2014-05-12,106
"3798",11.9,2014-05-12,142
"3799",12,2014-05-12,137
"3800",12.1,2014-05-12,101
"3801",12.2,2014-05-12,106
"3802",12.3,2014-05-12,96
"3803",12.4,2014-05-12,90
"3804",12.5,2014-05-12,99
"3805",12.6,2014-05-12,100
"3806",12.7,2014-05-12,89
"3807",12.8,2014-05-12,93
"3808",12.9,2014-05-12,77
"3809",13,2014-05-12,64
"3810",13.1,2014-05-12,84
"3811",13.2,2014-05-12,84
"3812",13.3,2014-05-12,73
"3813",13.4,2014-05-12,68
"3814",13.5,2014-05-12,60
"3815",13.6,2014-05-12,61
"3816",13.7,2014-05-12,51
"3817",13.8,2014-05-12,48
"3818",13.9,2014-05-12,57
"3819",14,2014-05-12,53
"3820",14.1,2014-05-12,69
"3821",14.2,2014-05-12,41
"3822",14.3,2014-05-12,42
"3823",14.4,2014-05-12,48
"3824",14.5,2014-05-12,53
"3825",14.6,2014-05-12,34
"3826",14.7,2014-05-12,25
"3827",14.8,2014-05-12,25
"3828",14.9,2014-05-12,27
"3829",15,2014-05-12,25
"3830",15.1,2014-05-12,23
"3831",15.2,2014-05-12,23
"3832",15.3,2014-05-12,24
"3833",15.4,2014-05-12,17
"3834",15.5,2014-05-12,18
"3835",15.6,2014-05-12,25
"3836",15.7,2014-05-12,13
"3837",15.8,2014-05-12,18
"3838",15.9,2014-05-12,10
"3839",16,2014-05-12,9
"3840",16.1,2014-05-12,8
"3841",16.2,2014-05-12,12
"3842",16.3,2014-05-12,13
"3843",16.4,2014-05-12,9
"3844",16.5,2014-05-12,7
"3845",16.6,2014-05-12,5
"3846",16.7,2014-05-12,7
"3847",16.8,2014-05-12,5
"3848",16.9,2014-05-12,3
"3849",17,2014-05-12,4
"3850",17.1,2014-05-12,4
"3851",17.2,2014-05-12,6
"3852",17.4,2014-05-12,4
"3853",17.6,2014-05-12,1
"3854",17.7,2014-05-12,3
"3855",17.8,2014-05-12,2
"3856",17.9,2014-05-12,1
"3857",18,2014-05-12,1
"3858",18.1,2014-05-12,2
"3859",18.3,2014-05-12,2
"3860",18.4,2014-05-12,1
"3861",18.7,2014-05-12,1
"3862",19.1,2014-05-12,1
"3863",20.2,2014-05-12,1
"3864",7.5,2014-05-20,4
"3865",8.1,2014-05-20,19
"3866",8.7,2014-05-20,95
"3867",9.3,2014-05-20,2699
"3868",9.8,2014-05-20,6324
"3869",10.4,2014-05-20,3762
"3870",11,2014-05-20,1104
"3871",11.5,2014-05-20,483
"3872",12.1,2014-05-20,260
"3873",12.7,2014-05-20,137
"3874",13.2,2014-05-20,77
"3875",13.8,2014-05-20,35
"3876",14.3,2014-05-20,28
"3877",14.9,2014-05-20,9
"3878",15.4,2014-05-20,2
"3879",16,2014-05-20,2
"3880",15.4,2014-08-08,4
"3881",16,2014-08-08,19
"3882",16.5,2014-08-08,48
"3883",17,2014-08-08,82
"3884",17.6,2014-08-08,199
"3885",18.1,2014-08-08,3505
"3886",18.7,2014-08-08,9553
"3887",19.2,2014-08-08,1110
"3888",19.7,2014-08-08,67
"3889",20.2,2014-08-08,15
"3890",20.8,2014-08-08,2
"3891",21.3,2014-08-08,3
"3892",5.5,2014-09-17,1
"3893",6.3,2014-09-17,2
"3894",7,2014-09-17,1
"3895",7.1,2014-09-17,1
"3896",7.2,2014-09-17,3
"3897",7.3,2014-09-17,1
"3898",7.5,2014-09-17,1
"3899",7.6,2014-09-17,1
"3900",7.7,2014-09-17,3
"3901",7.9,2014-09-17,3
"3902",8,2014-09-17,2
"3903",8.1,2014-09-17,1
"3904",8.3,2014-09-17,1
"3905",8.4,2014-09-17,3
"3906",8.7,2014-09-17,4
"3907",8.8,2014-09-17,1
"3908",8.9,2014-09-17,2
"3909",9,2014-09-17,4
"3910",9.1,2014-09-17,5
"3911",9.2,2014-09-17,1
"3912",9.3,2014-09-17,8
"3913",9.4,2014-09-17,10
"3914",9.5,2014-09-17,8
"3915",9.6,2014-09-17,3
"3916",9.7,2014-09-17,7
"3917",9.8,2014-09-17,13
"3918",9.9,2014-09-17,9
"3919",10,2014-09-17,7
"3920",10.1,2014-09-17,10
"3921",10.2,2014-09-17,4
"3922",10.3,2014-09-17,5
"3923",10.4,2014-09-17,8
"3924",10.5,2014-09-17,11
"3925",10.6,2014-09-17,15
"3926",10.7,2014-09-17,10
"3927",10.8,2014-09-17,9
"3928",10.9,2014-09-17,15
"3929",11,2014-09-17,15
"3930",11.1,2014-09-17,18
"3931",11.2,2014-09-17,18
"3932",11.3,2014-09-17,11
"3933",11.4,2014-09-17,14
"3934",11.5,2014-09-17,22
"3935",11.6,2014-09-17,8
"3936",11.7,2014-09-17,18
"3937",11.8,2014-09-17,18
"3938",11.9,2014-09-17,20
"3939",12,2014-09-17,26
"3940",12.1,2014-09-17,20
"3941",12.2,2014-09-17,28
"3942",12.3,2014-09-17,26
"3943",12.4,2014-09-17,29
"3944",12.5,2014-09-17,29
"3945",12.6,2014-09-17,46
"3946",12.7,2014-09-17,27
"3947",12.8,2014-09-17,38
"3948",12.9,2014-09-17,41
"3949",13,2014-09-17,50
"3950",13.1,2014-09-17,56
"3951",13.2,2014-09-17,65
"3952",13.3,2014-09-17,48
"3953",13.4,2014-09-17,56
"3954",13.5,2014-09-17,55
"3955",13.6,2014-09-17,92
"3956",13.7,2014-09-17,81
"3957",13.8,2014-09-17,79
"3958",13.9,2014-09-17,89
"3959",14,2014-09-17,101
"3960",14.1,2014-09-17,106
"3961",14.2,2014-09-17,103
"3962",14.3,2014-09-17,145
"3963",14.4,2014-09-17,141
"3964",14.5,2014-09-17,162
"3965",14.6,2014-09-17,139
"3966",14.7,2014-09-17,164
"3967",14.8,2014-09-17,229
"3968",14.9,2014-09-17,312
"3969",15,2014-09-17,297
"3970",15.1,2014-09-17,454
"3971",15.2,2014-09-17,716
"3972",15.3,2014-09-17,765
"3973",15.4,2014-09-17,657
"3974",15.5,2014-09-17,1009
"3975",15.6,2014-09-17,1656
"3976",15.7,2014-09-17,1824
"3977",15.8,2014-09-17,2397
"3978",15.9,2014-09-17,1801
"3979",16,2014-09-17,271
"3980",16.1,2014-09-17,25
"3981",16.2,2014-09-17,14
"3982",16.3,2014-09-17,12
"3983",16.4,2014-09-17,12
"3984",16.5,2014-09-17,7
"3985",16.6,2014-09-17,5
"3986",16.7,2014-09-17,3
"3987",16.9,2014-09-17,1
"3988",17,2014-09-17,2
"3989",17.1,2014-09-17,2
"3990",17.2,2014-09-17,1
"3991",17.8,2014-09-17,1
"3992",17.9,2014-09-17,1
"3993",14,2014-10-03,3
"3994",14.1,2014-10-03,9
"3995",14.2,2014-10-03,22
"3996",14.3,2014-10-03,63
"3997",14.4,2014-10-03,139
"3998",14.5,2014-10-03,234
"3999",14.6,2014-10-03,477
"4000",14.7,2014-10-03,1161
"4001",14.8,2014-10-03,2447
"4002",14.9,2014-10-03,4122
"4003",15,2014-10-03,5416
"4004",15.1,2014-10-03,2238
"4005",15.2,2014-10-03,575
"4006",15.3,2014-10-03,105
"4007",15.4,2014-10-03,61
"4008",15.5,2014-10-03,41
"4009",15.6,2014-10-03,24
"4010",15.7,2014-10-03,14
"4011",15.8,2014-10-03,12
"4012",15.9,2014-10-03,9
"4013",16,2014-10-03,4
"4014",16.1,2014-10-03,5
"4015",16.2,2014-10-03,3
"4016",16.3,2014-10-03,2
"4017",16.4,2014-10-03,4
"4018",16.7,2014-10-03,1
"4019",16.9,2014-10-03,1
"4020",17.1,2014-10-03,1
"4021",0.9,2014-10-27,1
"4022",1.5,2014-10-27,4
"4023",2.1,2014-10-27,15
"4024",2.7,2014-10-27,21
"4025",3.4,2014-10-27,44
"4026",4,2014-10-27,75
"4027",4.6,2014-10-27,162
"4028",5.2,2014-10-27,300
"4029",5.8,2014-10-27,308
"4030",6.4,2014-10-27,346
"4031",6.9,2014-10-27,427
"4032",7.5,2014-10-27,606
"4033",8.1,2014-10-27,938
"4034",8.7,2014-10-27,1608
"4035",9.3,2014-10-27,3655
"4036",9.8,2014-10-27,2998
"4037",10.4,2014-10-27,137
"4038",0,2014-11-20,9
"4039",0.1,2014-11-20,12
"4040",0.2,2014-11-20,8
"4041",0.3,2014-11-20,16
"4042",0.4,2014-11-20,6
"4043",0.5,2014-11-20,15
"4044",0.6,2014-11-20,13
"4045",0.7,2014-11-20,22
"4046",0.8,2014-11-20,17
"4047",0.9,2014-11-20,28
"4048",1,2014-11-20,27
"4049",1.1,2014-11-20,37
"4050",1.2,2014-11-20,32
"4051",1.3,2014-11-20,39
"4052",1.4,2014-11-20,44
"4053",1.5,2014-11-20,49
"4054",1.6,2014-11-20,41
"4055",1.7,2014-11-20,61
"4056",1.8,2014-11-20,58
"4057",1.9,2014-11-20,80
"4058",2,2014-11-20,98
"4059",2.1,2014-11-20,103
"4060",2.2,2014-11-20,130
"4061",2.3,2014-11-20,171
"4062",2.4,2014-11-20,150
"4063",2.5,2014-11-20,212
"4064",2.6,2014-11-20,226
"4065",2.7,2014-11-20,253
"4066",2.8,2014-11-20,293
"4067",2.9,2014-11-20,316
"4068",3,2014-11-20,348
"4069",3.1,2014-11-20,381
"4070",3.2,2014-11-20,422
"4071",3.3,2014-11-20,520
"4072",3.4,2014-11-20,640
"4073",3.5,2014-11-20,900
"4074",3.6,2014-11-20,1108
"4075",3.7,2014-11-20,1204
"4076",3.8,2014-11-20,1157
"4077",3.9,2014-11-20,942
"4078",4,2014-11-20,1327
"4079",4.1,2014-11-20,1384
"4080",4.2,2014-11-20,1487
"4081",4.3,2014-11-20,1077
"4082",4.4,2014-11-20,1036
"4083",4.5,2014-11-20,519
"4084",4.6,2014-11-20,11
"4085",0.3,2014-11-28,1504
"4086",0.9,2014-11-28,1061
"4087",1.5,2014-11-28,727
"4088",2.1,2014-11-28,23
"4089",6.4,2015-05-07,2
"4090",6.9,2015-05-07,132
"4091",7.5,2015-05-07,698
"4092",8.1,2015-05-07,1357
"4093",8.7,2015-05-07,3273
"4094",9.3,2015-05-07,2903
"4095",9.8,2015-05-07,1972
"4096",10.4,2015-05-07,1291
"4097",11,2015-05-07,1184
"4098",11.5,2015-05-07,1298
"4099",12.1,2015-05-07,626
"4100",12.7,2015-05-07,231
"4101",13.2,2015-05-07,117
"4102",13.8,2015-05-07,63
"4103",14.3,2015-05-07,45
"4104",14.9,2015-05-07,19
"4105",15.4,2015-05-07,11
"4106",16,2015-05-07,2
"4107",16.5,2015-05-07,2
"4108",17,2015-05-07,1
"4109",5.8,2015-05-23,53
"4110",6.4,2015-05-23,112
"4111",6.9,2015-05-23,164
"4112",7.5,2015-05-23,99
"4113",8.1,2015-05-23,181
"4114",8.7,2015-05-23,519
"4115",9.3,2015-05-23,1262
"4116",9.8,2015-05-23,3066
"4117",10.4,2015-05-23,7246
"4118",11,2015-05-23,2095
"4119",11.5,2015-05-23,235
"4120",12.1,2015-05-23,50
"4121",12.7,2015-05-23,13
"4122",13.2,2015-05-23,4
"4123",13.8,2015-05-23,4
"4124",14.3,2015-05-23,2
"4125",13.2,2015-06-24,5
"4126",13.8,2015-06-24,4
"4127",14.3,2015-06-24,17
"4128",14.9,2015-06-24,48
"4129",15.4,2015-06-24,87
"4130",16,2015-06-24,131
"4131",16.5,2015-06-24,256
"4132",17,2015-06-24,554
"4133",17.6,2015-06-24,3879
"4134",18.1,2015-06-24,5756
"4135",18.7,2015-06-24,2666
"4136",19.2,2015-06-24,448
"4137",19.7,2015-06-24,138
"4138",20.2,2015-06-24,54
"4139",20.8,2015-06-24,15
"4140",21.3,2015-06-24,6
"4141",21.8,2015-06-24,4
"4142",22.3,2015-06-24,1
"4143",23.8,2015-06-24,1
"4144",9.8,2015-07-02,1
"4145",10,2015-07-02,1
"4146",10.5,2015-07-02,1
"4147",10.7,2015-07-02,1
"4148",10.8,2015-07-02,1
"4149",10.9,2015-07-02,2
"4150",11.2,2015-07-02,2
"4151",11.6,2015-07-02,1
"4152",11.8,2015-07-02,1
"4153",11.9,2015-07-02,1
"4154",12.1,2015-07-02,3
"4155",12.2,2015-07-02,2
"4156",12.3,2015-07-02,4
"4157",12.5,2015-07-02,2
"4158",12.6,2015-07-02,2
"4159",12.7,2015-07-02,3
"4160",12.8,2015-07-02,2
"4161",12.9,2015-07-02,1
"4162",13,2015-07-02,3
"4163",13.1,2015-07-02,3
"4164",13.2,2015-07-02,8
"4165",13.3,2015-07-02,6
"4166",13.4,2015-07-02,5
"4167",13.5,2015-07-02,8
"4168",13.6,2015-07-02,6
"4169",13.7,2015-07-02,5
"4170",13.8,2015-07-02,3
"4171",13.9,2015-07-02,12
"4172",14,2015-07-02,8
"4173",14.1,2015-07-02,3
"4174",14.2,2015-07-02,7
"4175",14.3,2015-07-02,11
"4176",14.4,2015-07-02,10
"4177",14.5,2015-07-02,10
"4178",14.6,2015-07-02,10
"4179",14.7,2015-07-02,8
"4180",14.8,2015-07-02,14
"4181",14.9,2015-07-02,16
"4182",15,2015-07-02,18
"4183",15.1,2015-07-02,27
"4184",15.2,2015-07-02,12
"4185",15.3,2015-07-02,24
"4186",15.4,2015-07-02,18
"4187",15.5,2015-07-02,29
"4188",15.6,2015-07-02,22
"4189",15.7,2015-07-02,35
"4190",15.8,2015-07-02,34
"4191",15.9,2015-07-02,46
"4192",16,2015-07-02,46
"4193",16.1,2015-07-02,46
"4194",16.2,2015-07-02,47
"4195",16.3,2015-07-02,44
"4196",16.4,2015-07-02,65
"4197",16.5,2015-07-02,74
"4198",16.6,2015-07-02,80
"4199",16.7,2015-07-02,92
"4200",16.8,2015-07-02,86
"4201",16.9,2015-07-02,100
"4202",17,2015-07-02,111
"4203",17.1,2015-07-02,125
"4204",17.2,2015-07-02,225
"4205",17.3,2015-07-02,395
"4206",17.4,2015-07-02,549
"4207",17.5,2015-07-02,1097
"4208",17.6,2015-07-02,1250
"4209",17.7,2015-07-02,2594
"4210",17.8,2015-07-02,3425
"4211",17.9,2015-07-02,1298
"4212",18,2015-07-02,611
"4213",18.1,2015-07-02,359
"4214",18.2,2015-07-02,272
"4215",18.3,2015-07-02,208
"4216",18.4,2015-07-02,150
"4217",18.5,2015-07-02,134
"4218",18.6,2015-07-02,129
"4219",18.7,2015-07-02,93
"4220",18.8,2015-07-02,86
"4221",18.9,2015-07-02,51
"4222",19,2015-07-02,48
"4223",19.1,2015-07-02,46
"4224",19.2,2015-07-02,41
"4225",19.3,2015-07-02,34
"4226",19.4,2015-07-02,24
"4227",19.5,2015-07-02,21
"4228",19.6,2015-07-02,16
"4229",19.7,2015-07-02,9
"4230",19.8,2015-07-02,6
"4231",19.9,2015-07-02,6
"4232",20,2015-07-02,2
"4233",20.1,2015-07-02,4
"4234",20.2,2015-07-02,3
"4235",20.3,2015-07-02,3
"4236",20.4,2015-07-02,3
"4237",20.5,2015-07-02,2
"4238",20.9,2015-07-02,1
"4239",21.7,2015-07-02,1
"4240",13.8,2015-07-10,2
"4241",14.3,2015-07-10,4
"4242",14.9,2015-07-10,2
"4243",15.4,2015-07-10,9
"4244",16,2015-07-10,25
"4245",16.5,2015-07-10,68
"4246",17,2015-07-10,225
"4247",17.6,2015-07-10,583
"4248",18.1,2015-07-10,2174
"4249",18.7,2015-07-10,3994
"4250",19.2,2015-07-10,3013
"4251",19.7,2015-07-10,746
"4252",20.2,2015-07-10,159
"4253",20.8,2015-07-10,38
"4254",21.3,2015-07-10,15
"4255",21.8,2015-07-10,1
"4256",22.3,2015-07-10,1
"4257",4.4,2015-10-22,1
"4258",4.6,2015-10-22,2
"4259",4.7,2015-10-22,4
"4260",4.8,2015-10-22,3
"4261",4.9,2015-10-22,6
"4262",5,2015-10-22,14
"4263",5.1,2015-10-22,26
"4264",5.2,2015-10-22,63
"4265",5.3,2015-10-22,96
"4266",5.4,2015-10-22,165
"4267",5.5,2015-10-22,243
"4268",5.6,2015-10-22,263
"4269",5.7,2015-10-22,306
"4270",5.8,2015-10-22,169
"4271",5.9,2015-10-22,98
"4272",6,2015-10-22,85
"4273",6.1,2015-10-22,168
"4274",6.2,2015-10-22,263
"4275",6.3,2015-10-22,262
"4276",6.4,2015-10-22,239
"4277",6.5,2015-10-22,213
"4278",6.6,2015-10-22,271
"4279",6.7,2015-10-22,417
"4280",6.8,2015-10-22,520
"4281",6.9,2015-10-22,720
"4282",7,2015-10-22,625
"4283",7.1,2015-10-22,804
"4284",7.2,2015-10-22,928
"4285",7.3,2015-10-22,990
"4286",7.4,2015-10-22,895
"4287",7.5,2015-10-22,849
"4288",7.6,2015-10-22,508
"4289",7.7,2015-10-22,357
"4290",7.8,2015-10-22,260
"4291",7.9,2015-10-22,127
"4292",8,2015-10-22,14
"4293",8.1,2015-10-22,7
"4294",8.2,2015-10-22,2
"4295",0.9,2015-10-30,1
"4296",1.5,2015-10-30,6
"4297",2.1,2015-10-30,22
"4298",2.7,2015-10-30,67
"4299",3.4,2015-10-30,95
"4300",4,2015-10-30,157
"4301",4.6,2015-10-30,205
"4302",5.2,2015-10-30,215
"4303",5.8,2015-10-30,285
"4304",6.4,2015-10-30,295
"4305",6.9,2015-10-30,382
"4306",7.5,2015-10-30,630
"4307",8.1,2015-10-30,4666
"4308",8.7,2015-10-30,5703
"4309",9.3,2015-10-30,71
"4310",1.1,2015-11-23,1
"4311",1.7,2015-11-23,2
"4312",1.8,2015-11-23,1
"4313",1.9,2015-11-23,2
"4314",2.1,2015-11-23,1
"4315",2.2,2015-11-23,2
"4316",2.3,2015-11-23,2
"4317",2.4,2015-11-23,4
"4318",2.5,2015-11-23,8
"4319",2.6,2015-11-23,5
"4320",2.7,2015-11-23,6
"4321",2.8,2015-11-23,17
"4322",2.9,2015-11-23,22
"4323",3,2015-11-23,21
"4324",3.1,2015-11-23,28
"4325",3.2,2015-11-23,39
"4326",3.3,2015-11-23,43
"4327",3.4,2015-11-23,51
"4328",3.5,2015-11-23,48
"4329",3.6,2015-11-23,73
"4330",3.7,2015-11-23,76
"4331",3.8,2015-11-23,116
"4332",3.9,2015-11-23,110
"4333",4,2015-11-23,117
"4334",4.1,2015-11-23,135
"4335",4.2,2015-11-23,155
"4336",4.3,2015-11-23,148
"4337",4.4,2015-11-23,189
"4338",4.5,2015-11-23,166
"4339",4.6,2015-11-23,223
"4340",4.7,2015-11-23,200
"4341",4.8,2015-11-23,273
"4342",4.9,2015-11-23,278
"4343",5,2015-11-23,309
"4344",5.1,2015-11-23,322
"4345",5.2,2015-11-23,355
"4346",5.3,2015-11-23,387
"4347",5.4,2015-11-23,530
"4348",5.5,2015-11-23,622
"4349",5.6,2015-11-23,865
"4350",5.7,2015-11-23,1014
"4351",5.8,2015-11-23,857
"4352",5.9,2015-11-23,747
"4353",6,2015-11-23,1003
"4354",6.1,2015-11-23,1239
"4355",6.2,2015-11-23,1153
"4356",6.3,2015-11-23,1837
"4357",6.4,2015-11-23,2022
"4358",6.5,2015-11-23,1117
"4359",6.6,2015-11-23,241
"4360",6.7,2015-11-23,11
"4361",0,2016-05-17,2
"4362",0.2,2016-05-17,2
"4363",0.4,2016-05-17,1
"4364",0.5,2016-05-17,1
"4365",0.6,2016-05-17,2
"4366",0.7,2016-05-17,1
"4367",0.8,2016-05-17,1
"4368",0.9,2016-05-17,3
"4369",1,2016-05-17,3
"4370",1.1,2016-05-17,4
"4371",1.2,2016-05-17,3
"4372",1.3,2016-05-17,2
"4373",1.4,2016-05-17,2
"4374",1.5,2016-05-17,7
"4375",1.6,2016-05-17,1
"4376",1.7,2016-05-17,10
"4377",1.8,2016-05-17,6
"4378",1.9,2016-05-17,13
"4379",2,2016-05-17,8
"4380",2.1,2016-05-17,8
"4381",2.2,2016-05-17,6
"4382",2.3,2016-05-17,6
"4383",2.4,2016-05-17,10
"4384",2.5,2016-05-17,12
"4385",2.6,2016-05-17,14
"4386",2.7,2016-05-17,8
"4387",2.8,2016-05-17,5
"4388",2.9,2016-05-17,7
"4389",3,2016-05-17,7
"4390",3.1,2016-05-17,10
"4391",3.2,2016-05-17,6
"4392",3.3,2016-05-17,8
"4393",3.4,2016-05-17,11
"4394",3.5,2016-05-17,16
"4395",3.6,2016-05-17,14
"4396",3.7,2016-05-17,10
"4397",3.8,2016-05-17,12
"4398",3.9,2016-05-17,15
"4399",4,2016-05-17,18
"4400",4.1,2016-05-17,16
"4401",4.2,2016-05-17,25
"4402",4.3,2016-05-17,21
"4403",4.4,2016-05-17,20
"4404",4.5,2016-05-17,19
"4405",4.6,2016-05-17,23
"4406",4.7,2016-05-17,21
"4407",4.8,2016-05-17,22
"4408",4.9,2016-05-17,34
"4409",5,2016-05-17,30
"4410",5.1,2016-05-17,23
"4411",5.2,2016-05-17,41
"4412",5.3,2016-05-17,23
"4413",5.4,2016-05-17,38
"4414",5.5,2016-05-17,41
"4415",5.6,2016-05-17,48
"4416",5.7,2016-05-17,56
"4417",5.8,2016-05-17,65
"4418",5.9,2016-05-17,49
"4419",6,2016-05-17,69
"4420",6.1,2016-05-17,57
"4421",6.2,2016-05-17,89
"4422",6.3,2016-05-17,90
"4423",6.4,2016-05-17,90
"4424",6.5,2016-05-17,111
"4425",6.6,2016-05-17,210
"4426",6.7,2016-05-17,262
"4427",6.8,2016-05-17,399
"4428",6.9,2016-05-17,551
"4429",7,2016-05-17,482
"4430",7.1,2016-05-17,316
"4431",7.2,2016-05-17,229
"4432",7.3,2016-05-17,137
"4433",7.4,2016-05-17,155
"4434",7.5,2016-05-17,151
"4435",7.6,2016-05-17,147
"4436",7.7,2016-05-17,137
"4437",7.8,2016-05-17,121
"4438",7.9,2016-05-17,120
"4439",8,2016-05-17,90
"4440",8.1,2016-05-17,113
"4441",8.2,2016-05-17,108
"4442",8.3,2016-05-17,106
"4443",8.4,2016-05-17,111
"4444",8.5,2016-05-17,96
"4445",8.6,2016-05-17,90
"4446",8.7,2016-05-17,71
"4447",8.8,2016-05-17,83
"4448",8.9,2016-05-17,73
"4449",9,2016-05-17,69
"4450",9.1,2016-05-17,80
"4451",9.2,2016-05-17,62
"4452",9.3,2016-05-17,48
"4453",9.4,2016-05-17,51
"4454",9.5,2016-05-17,51
"4455",9.6,2016-05-17,38
"4456",9.7,2016-05-17,49
"4457",9.8,2016-05-17,31
"4458",9.9,2016-05-17,29
"4459",10,2016-05-17,23
"4460",10.1,2016-05-17,26
"4461",10.2,2016-05-17,23
"4462",10.3,2016-05-17,24
"4463",10.4,2016-05-17,39
"4464",10.5,2016-05-17,32
"4465",10.6,2016-05-17,28
"4466",10.7,2016-05-17,22
"4467",10.8,2016-05-17,27
"4468",10.9,2016-05-17,21
"4469",11,2016-05-17,19
"4470",11.1,2016-05-17,23
"4471",11.2,2016-05-17,19
"4472",11.3,2016-05-17,11
"4473",11.4,2016-05-17,7
"4474",11.5,2016-05-17,6
"4475",11.6,2016-05-17,2
"4476",11.7,2016-05-17,2
"4477",11.8,2016-05-17,1
"4478",8.1,2016-05-25,1
"4479",8.7,2016-05-25,14
"4480",9.3,2016-05-25,46
"4481",9.8,2016-05-25,248
"4482",10.4,2016-05-25,848
"4483",11,2016-05-25,1008
"4484",11.5,2016-05-25,1172
"4485",12.1,2016-05-25,1118
"4486",12.7,2016-05-25,1034
"4487",13.2,2016-05-25,1474
"4488",13.8,2016-05-25,1553
